cg00000292	0.70228185727464
cg00002426	0.035904126727941
cg00003994	0.0875665350023182
cg00005847	0.792362222592607
cg00006414	0.0463665099265225
cg00007981	0.0241493599250195
cg00008493	0.986101617337397
cg00008713	0.0191251380682039
cg00009407	0.0112240019163644
cg00010193	NA
cg00011459	0.896869238869322
cg00012199	0.0153417688361453
cg00012386	0.0255970974024262
cg00012792	0.0870471999418258
cg00013618	0.724472643508464
cg00014085	0.0164398422855243
cg00014837	0.972718054876463
cg00015770	0.168681464096559
cg00016968	0.263915092793162
cg00019495	0.0506905359205334
cg00020533	0.937401779872319
cg00021527	0.0182246515294509
cg00022606	NA
cg00022866	0.864147563227533
cg00024396	0.0422324242711785
cg00024812	0.0264344016375209
cg00025138	0.0117148085556701
cg00025991	0.541122869652314
cg00027083	0.130496315101224
cg00027674	0.415694814045822
cg00029826	0.0672082570642062
cg00029931	0.182068427762721
cg00030047	0.574574125178416
cg00031162	0.748535047340394
cg00032227	0.0134893070218838
cg00032666	0.492661574006249
cg00033516	0.0338113185034982
cg00033773	0.63964060917515
cg00034039	0.135203836308715
cg00035347	0.322796144270584
cg00035623	0.0797352434456842
cg00037763	0.964107681388139
cg00037940	0.935977068081159
cg00040861	0.0186134936513319
cg00040873	0.0655668383661041
cg00041575	0.614139765551006
cg00042156	NA
cg00043004	0.0265753196847008
cg00043080	0.939637049420302
cg00044245	0.0566109292661192
cg00044729	0.915352839501152
cg00047050	0.0378059801738142
cg00047469	0.0276999962300911
cg00049986	0.161817147891168
cg00050312	NA
cg00051623	NA
cg00051979	0.045223135413277
cg00053292	0.0177574297679851
cg00053647	NA
cg00054706	0.0258707607712915
cg00055233	NA
cg00056767	0.0207219461456392
cg00057593	0.628887089114981
cg00058938	0.573022375600793
cg00059225	0.449050435491637
cg00059424	0.024460330015823
cg00059740	0.0105413768587059
cg00059930	0.905238325295407
cg00060762	0.0334825802713387
cg00060882	NA
cg00061059	0.0417496545667055
cg00061629	0.648352998552276
cg00062776	0.985712749836218
cg00063144	0.928479084896276
cg00065385	0.966065005907331
cg00065408	0.0294330514754706
cg00066153	0.943548150420109
cg00066816	0.182997021764025
cg00067471	0.0573615101637404
cg00069261	0.0545227248317228
cg00071250	0.799642790218164
cg00071998	0.0170990196789043
cg00072216	0.0182062300425097
cg00073650	NA
cg00075967	0.10320448159785
cg00076645	0.0301997112737526
cg00077457	0.850549756311854
cg00077877	0.799783145175049
cg00078194	NA
cg00078867	0.759515705333732
cg00079056	0.953119898385259
cg00079563	0.170518775905494
cg00080012	0.0124238310179995
cg00081935	0.0289292607057689
cg00081975	0.0137257209517167
cg00083720	0.011511868505371
cg00083937	0.631152696830662
cg00084687	0.0157425944727671
cg00089071	0.017859265998863
cg00090147	0.225964866682491
cg00091693	0.489954943097002
cg00093177	0.854425300128449
cg00094319	NA
cg00094851	0.0619181288155614
cg00095526	0.731244730251258
cg00095674	0.0562827905702573
cg00096922	0.0481662053351227
cg00097536	0.0112188525048156
cg00098162	0.834483487307242
cg00098239	0.0128795076074377
cg00099550	0.0692113373960429
cg00101227	0.856925709062031
cg00103783	0.0174772506407012
cg00105253	0.019781846667376
cg00105470	0.0158688822288044
cg00107187	0.370501867699909
cg00107488	0.661054934001335
cg00107632	0.0152953065029291
cg00108454	0.124778936730727
cg00109274	0.101237750783818
cg00112517	0.0885661658840792
cg00113020	0.647213490135278
cg00113951	0.0658224730422582
cg00115714	NA
cg00116234	0.0392719307898577
cg00116838	0.102662947416742
cg00117172	0.307781374052896
cg00119079	0.159092055349556
cg00121158	0.0172508083470909
cg00121640	0.0500767098567245
cg00121904	0.103181460859191
cg00123035	0.0125963503653914
cg00126034	0.12123688900974
cg00126657	NA
cg00126698	0.668254155299637
cg00128197	0.267020765099163
cg00128560	0.973192620412287
cg00128654	0.0170285787957185
cg00128766	NA
cg00128877	0.0415239283712917
cg00129774	0.013967336154369
cg00131121	NA
cg00131557	0.933896809473751
cg00132141	NA
cg00133909	0.059437948960079
cg00134539	0.93722318249508
cg00134787	0.0826103142412795
cg00135056	0.116122269491215
cg00135393	NA
cg00136105	0.0217694394809921
